name,category,school,1) Behjälplig,2) Obehjälplig,3) Oanvänd,subject,block
"Klocka din läsning",Läsa,Täby,16,29,9,Spanska,Tio
"Klocka din läsning",Läsa,Uppsala,13,12,5,Svenska,Fyrtio
"Klocka din läsning",Läsa,Uppsala Norra,14,12,1,Svenska,Tio
"Klocka din läsning",Läsa,Varberg,15,22,5,Tyska,Trettioniio
"Komma igång",Läsa,Borlänge,2,27,16,Tyska,Fyrtiofyra
"Komma igång",Läsa,Borås,18,5,16,Spanska,Två
"Komma igång",Läsa,Enköping,17,14,5,Tyska,Fyra
"Komma igång",Läsa,Enskede,4,13,15,Engelska,Tretton
"Komma igång",Läsa,Fruängen,6,23,8,Spanska,Trettiofem
"Komma igång",Läsa,Gävle,7,14,18,Svenska,Nitton
"Komma igång",Läsa,Helsingborg,7,6,17,Matematik,Tjugosex
"Komma igång",Läsa,Jönköping,29,5,1,Tyska,Tolv
"Komma igång",Läsa,Katrineholm,15,22,20,Tyska,Trettiofyra
"Komma igång",Läsa,Krokslätt,7,26,10,Tyska,Tolv
"Komma igång",Läsa,Landskrona,17,8,4,Franska,Tio
"Komma igång",Läsa,Linköping,1,28,6,Tyska,Trettiosju
"Komma igång",Läsa,Lund,25,8,23,Engelska,Fyrtioett
"Komma igång",Läsa,Nacka,7,2,12,Franska,Sex
"Komma igång",Läsa,Norrköping,27,3,28,Matematik,Trettiotre
"Komma igång",Läsa,Nyköping,14,25,15,Svenska,Nio
"Komma igång",Läsa,Saltsjöbaden,6,11,9,Spanska,Sexton
"Komma igång",Läsa,Spånga,8,25,3,Svenska,Fyrtiotre
"Komma igång",Läsa,Trelleborg,6,26,1,Svenska,Trettioniio
"Komma igång",Läsa,Tumba,6,23,26,Spanska,Tjugofyra
"Komma igång",Läsa,Tyresö,3,16,10,Spanska,Tjugotre
"Komma igång",Läsa,Täby,28,17,25,Engelska,Sexton
"Komma igång",Läsa,Uppsala,13,1,4,Engelska,Fyra
"Komma igång",Läsa,Uppsala Norra,3,27,7,Engelska,Trettioett
"Komma igång",Läsa,Varberg,9,1,2,Matematik,Arton
"Målstegen",Läsa,Borlänge,5,4,16,Svenska,Tjugonio
"Målstegen",Läsa,Borås,19,11,17,Spanska,Tjugo
"Målstegen",Läsa,Enköping,4,11,28,Svenska,Sju
"Målstegen",Läsa,Enskede,22,28,4,Spanska,Trettioåtta
"Målstegen",Läsa,Fruängen,1,27,21,Tyska,Tjugosju
"Målstegen",Läsa,Gävle,5,3,22,Svenska,Åtta
"Målstegen",Läsa,Helsingborg,14,28,2,Franska,Tjugosju
"Målstegen",Läsa,Jönköping,10,9,16,Spanska,Trettio
"Målstegen",Läsa,Katrineholm,9,16,13,Matematik,Trettiosju
"Målstegen",Läsa,Krokslätt,30,13,24,Franska,Sexton
"Målstegen",Läsa,Landskrona,14,15,27,Engelska,Sju
"Målstegen",Läsa,Linköping,23,17,4,Franska,Femton
"Målstegen",Läsa,Lund,19,20,22,Tyska,Fyrtioett
"Målstegen",Läsa,Nacka,23,16,9,Engelska,Trettiosju
"Målstegen",Läsa,Norrköping,12,11,5,Engelska,Trettiotvå
"Målstegen",Läsa,Nyköping,30,19,5,Engelska,Fyra
"Målstegen",Läsa,Saltsjöbaden,16,2,14,Matematik,Tjugosex
"Målstegen",Läsa,Spånga,22,26,10,Spanska,Tio
"Målstegen",Läsa,Trelleborg,28,11,15,Tyska,Fyrtiofyra
"Målstegen",Läsa,Tumba,4,11,25,Svenska,Trettioett
"Målstegen",Läsa,Tyresö,7,24,3,Engelska,Tjugosex
"Målstegen",Läsa,Täby,9,27,10,Engelska,Trettio
"Målstegen",Läsa,Uppsala,22,18,7,Matematik,Tre
"Målstegen",Läsa,Uppsala Norra,14,2,23,Svenska,Åtta
"Målstegen",Läsa,Varberg,9,22,26,Svenska,Trettioåtta
"Skapa inre bilder",Läsa,Borlänge,10,25,5,Svenska,Tjugo
"Skapa inre bilder",Läsa,Borås,25,4,20,Franska,Fyrtiotvå
"Skapa inre bilder",Läsa,Enköping,7,11,27,Svenska,Tjugo
"Skapa inre bilder",Läsa,Enskede,26,19,20,Svenska,Tjugonio
"Skapa inre bilder",Läsa,Fruängen,21,19,2,Svenska,Tretton
"Skapa inre bilder",Läsa,Gävle,5,28,27,Franska,Två
"Skapa inre bilder",Läsa,Helsingborg,15,1,14,Tyska,Trettioett
"Skapa inre bilder",Läsa,Jönköping,19,24,14,Svenska,Tjugofyra
"Skapa inre bilder",Läsa,Katrineholm,18,8,4,Tyska,Fyrtiotre
"Skapa inre bilder",Läsa,Krokslätt,22,23,12,Matematik,Trettiofyra
"Skapa inre bilder",Läsa,Landskrona,15,26,11,Tyska,Sex
"Skapa inre bilder",Läsa,Linköping,7,16,24,Tyska,Fyrtiofem
"Skapa inre bilder",Läsa,Lund,19,17,24,Matematik,Trettiofem
"Skapa inre bilder",Läsa,Nacka,28,23,13,Engelska,Tjugoåtta
"Skapa inre bilder",Läsa,Norrköping,19,27,22,Svenska,Arton
"Skapa inre bilder",Läsa,Nyköping,7,22,15,Spanska,Trettiotvå
"Skapa inre bilder",Läsa,Saltsjöbaden,30,4,21,Matematik,Trettiosju
"Skapa inre bilder",Läsa,Spånga,25,23,1,Engelska,Fyrtiotre
"Skapa inre bilder",Läsa,Trelleborg,12,13,1,Matematik,Trettiotvå
"Skapa inre bilder",Läsa,Tumba,4,21,17,Tyska,Trettiosex
"Skapa inre bilder",Läsa,Tyresö,8,16,25,Svenska,Sex
"Skapa inre bilder",Läsa,Täby,13,2,1,Matematik,Trettiosex
"Skapa inre bilder",Läsa,Uppsala,24,17,5,Svenska,Tjugotvå
"Skapa inre bilder",Läsa,Uppsala Norra,18,16,4,Matematik,Tjugofyra
"Skapa inre bilder",Läsa,Varberg,13,22,20,Engelska,Tjugoett
"Smartare läsning",Läsa,Borlänge,24,13,11,Svenska,Fyrtio
"Smartare läsning",Läsa,Borås,30,18,28,Svenska,Trettiotre
"Smartare läsning",Läsa,Enköping,2,24,14,Spanska,Trettiosex
"Smartare läsning",Läsa,Enskede,5,23,27,Franska,Femton
"Smartare läsning",Läsa,Fruängen,2,10,28,Engelska,Ett
"Smartare läsning",Läsa,Gävle,27,12,16,Spanska,Trettioett
"Smartare läsning",Läsa,Helsingborg,13,29,12,Svenska,Trettiofyra
"Smartare läsning",Läsa,Jönköping,10,8,4,Svenska,Trettiofem
"Smartare läsning",Läsa,Katrineholm,29,30,21,Tyska,Trettiofem
"Smartare läsning",Läsa,Krokslätt,4,14,16,Engelska,Trettioåtta
"Smartare läsning",Läsa,Landskrona,18,13,11,Spanska,Sju
"Smartare läsning",Läsa,Linköping,15,1,21,Svenska,Tjugoett
"Smartare läsning",Läsa,Lund,5,6,19,Tyska,Tjugo
"Smartare läsning",Läsa,Nacka,23,24,15,Spanska,Femton
"Smartare läsning",Läsa,Norrköping,10,6,21,Spanska,Tjugotre
"Smartare läsning",Läsa,Nyköping,16,17,14,Svenska,Nitton
"Smartare läsning",Läsa,Saltsjöbaden,7,27,6,Svenska,Sexton
"Smartare läsning",Läsa,Spånga,30,27,24,Tyska,Tjugofem
"Smartare läsning",Läsa,Trelleborg,2,11,4,Spanska,Trettiotvå
"Smartare läsning",Läsa,Tumba,22,4,14,Tyska,Tjugosju
"Smartare läsning",Läsa,Tyresö,21,26,15,Spanska,Tjugo
"Smartare läsning",Läsa,Täby,14,27,29,Matematik,Fyra
"Smartare läsning",Läsa,Uppsala,24,14,8,Franska,Nitton
"Smartare läsning",Läsa,Uppsala Norra,14,7,18,Engelska,Trettiosju
"Smartare läsning",Läsa,Varberg,1,11,8,Svenska,Åtta
"Ställa frågor",Läsa,Borlänge,16,1,9,Engelska,Sexton
"Ställa frågor",Läsa,Borås,27,15,5,Spanska,Tjugonio
"Ställa frågor",Läsa,Enköping,1,10,15,Spanska,Trettiofyra
"Ställa frågor",Läsa,Enskede,30,7,13,Tyska,Tjugofem
"Ställa frågor",Läsa,Fruängen,26,24,3,Engelska,Trettiofyra
"Ställa frågor",Läsa,Gävle,23,22,26,Matematik,Tjugofem
"Ställa frågor",Läsa,Helsingborg,17,20,8,Engelska,Sex
"Ställa frågor",Läsa,Jönköping,20,26,4,Spanska,Sexton
"Ställa frågor",Läsa,Katrineholm,15,21,2,Engelska,Trettiosex
"Ställa frågor",Läsa,Krokslätt,27,19,2,Svenska,Nio
"Ställa frågor",Läsa,Landskrona,19,23,12,Spanska,Tjugo
"Ställa frågor",Läsa,Linköping,18,5,29,Tyska,Fyrtioett
"Ställa frågor",Läsa,Lund,3,17,23,Franska,Femton
"Ställa frågor",Läsa,Nacka,20,6,14,Spanska,Trettiosju
"Ställa frågor",Läsa,Norrköping,16,28,13,Engelska,Tio
"Ställa frågor",Läsa,Nyköping,27,5,6,Engelska,Fyrtiofyra
"Ställa frågor",Läsa,Saltsjöbaden,5,16,28,Franska,Fyrtiotvå
"Ställa frågor",Läsa,Spånga,24,26,2,Tyska,Sju
"Ställa frågor",Läsa,Trelleborg,28,17,6,Franska,Femton
"Ställa frågor",Läsa,Tumba,2,16,8,Tyska,Trettioniio
"Ställa frågor",Läsa,Tyresö,20,18,10,Engelska,Sjutton
"Ställa frågor",Läsa,Täby,9,11,5,Tyska,Fyrtiofem
"Ställa frågor",Läsa,Uppsala,12,13,11,Matematik,Tjugoåtta
"Ställa frågor",Läsa,Uppsala Norra,29,8,12,Franska,Trettiotre
"Ställa frågor",Läsa,Varberg,4,18,9,Franska,Tjugonio
"Översiktsläsa",Läsa,Borlänge,15,5,24,Franska,Sex
"Översiktsläsa",Läsa,Borås,23,13,7,Matematik,Tjugoåtta
"Översiktsläsa",Läsa,Enköping,5,21,3,Franska,Fyrtiofyra
"Översiktsläsa",Läsa,Enskede,28,18,24,Engelska,Sexton
"Översiktsläsa",Läsa,Fruängen,3,1,9,Tyska,Trettiofem
"Översiktsläsa",Läsa,Gävle,9,21,29,Svenska,Tjugofyra
"Översiktsläsa",Läsa,Helsingborg,1,8,2,Svenska,Tjugoåtta
"Översiktsläsa",Läsa,Jönköping,5,22,29,Engelska,Fyrtiotvå
"Översiktsläsa",Läsa,Katrineholm,10,4,11,Franska,Tjugo
"Översiktsläsa",Läsa,Krokslätt,1,5,27,Matematik,Trettiosju
"Översiktsläsa",Läsa,Landskrona,23,18,15,Svenska,Tjugo
"Översiktsläsa",Läsa,Linköping,15,3,10,Svenska,Fyra
"Översiktsläsa",Läsa,Lund,3,26,25,Svenska,Fyra
"Översiktsläsa",Läsa,Nacka,29,11,12,Svenska,Tio
"Översiktsläsa",Läsa,Norrköping,25,3,1,Franska,Nitton
"Översiktsläsa",Läsa,Nyköping,9,18,1,Franska,Fyrtiotre
"Översiktsläsa",Läsa,Saltsjöbaden,10,14,1,Franska,Fyrtiotre
"Översiktsläsa",Läsa,Spånga,20,16,17,Tyska,Fyrtiotre
"Översiktsläsa",Läsa,Trelleborg,21,29,5,Svenska,Trettiosex
"Översiktsläsa",Läsa,Tumba,5,20,7,Engelska,Tjugotre
"Översiktsläsa",Läsa,Tyresö,27,13,6,Spanska,Nitton
"Översiktsläsa",Läsa,Täby,24,30,15,Spanska,Nio
"Översiktsläsa",Läsa,Uppsala,27,18,6,Engelska,Trettioåtta
"Översiktsläsa",Läsa,Uppsala Norra,27,12,5,Engelska,Tjugoett
"Översiktsläsa",Läsa,Varberg,18,23,27,Tyska,Tjugo
"Analysera uppgiften",Planera ditt lärande,Borlänge,23,26,2,Franska,Tre
"Analysera uppgiften",Planera ditt lärande,Borås,7,12,26,Tyska,Fyrtiofem
"Analysera uppgiften",Planera ditt lärande,Enköping,7,27,20,Spanska,Tjugonio
"Analysera uppgiften",Planera ditt lärande,Enskede,6,20,11,Svenska,Trettioåtta
"Analysera uppgiften",Planera ditt lärande,Fruängen,1,10,6,Franska,Fjorton
"Analysera uppgiften",Planera ditt lärande,Gävle,2,3,15,Spanska,Fjorton
"Analysera uppgiften",Planera ditt lärande,Helsingborg,10,21,12,Spanska,Sju
"Analysera uppgiften",Planera ditt lärande,Jönköping,27,12,17,Spanska,Fyrtioett
"Analysera uppgiften",Planera ditt lärande,Katrineholm,28,11,24,Engelska,Sju
"Analysera uppgiften",Planera ditt lärande,Krokslätt,3,4,6,Tyska,Fyrtiotvå
"Analysera uppgiften",Planera ditt lärande,Landskrona,3,30,18,Svenska,Åtta
"Analysera uppgiften",Planera ditt lärande,Linköping,29,6,24,Svenska,Tre
"Analysera uppgiften",Planera ditt lärande,Lund,29,9,12,Franska,Ett
"Analysera uppgiften",Planera ditt lärande,Nacka,7,25,19,Spanska,Trettiofem
"Analysera uppgiften",Planera ditt lärande,Norrköping,19,24,22,Matematik,Tretton
"Analysera uppgiften",Planera ditt lärande,Nyköping,1,23,5,Engelska,Tolv
"Analysera uppgiften",Planera ditt lärande,Saltsjöbaden,4,18,10,Matematik,Trettiosex
"Analysera uppgiften",Planera ditt lärande,Spånga,6,8,18,Svenska,Femton
"Analysera uppgiften",Planera ditt lärande,Trelleborg,16,15,24,Tyska,Tjugonio
"Analysera uppgiften",Planera ditt lärande,Tumba,9,16,26,Svenska,Fem
"Analysera uppgiften",Planera ditt lärande,Tyresö,13,6,20,Tyska,Tretton
"Analysera uppgiften",Planera ditt lärande,Täby,8,15,6,Spanska,Två
"Analysera uppgiften",Planera ditt lärande,Uppsala,13,9,15,Engelska,Tjugosex
"Analysera uppgiften",Planera ditt lärande,Uppsala Norra,22,10,8,Spanska,Tretton
"Analysera uppgiften",Planera ditt lärande,Varberg,1,4,21,Svenska,Trettioåtta
"Baklängesplanering",Planera ditt lärande,Borlänge,29,19,17,Engelska,Trettioett
"Baklängesplanering",Planera ditt lärande,Borås,14,24,2,Engelska,Fyra
"Baklängesplanering",Planera ditt lärande,Enköping,3,9,26,Franska,Fyrtiotre
"Baklängesplanering",Planera ditt lärande,Enskede,22,15,3,Franska,Trettiosex
"Baklängesplanering",Planera ditt lärande,Fruängen,1,14,30,Svenska,Femton
"Baklängesplanering",Planera ditt lärande,Gävle,9,2,27,Matematik,Fyrtioett
"Baklängesplanering",Planera ditt lärande,Helsingborg,6,13,11,Matematik,Tolv
"Baklängesplanering",Planera ditt lärande,Jönköping,14,25,12,Spanska,Tjugofyra
"Baklängesplanering",Planera ditt lärande,Katrineholm,24,23,5,Svenska,Fyra
"Baklängesplanering",Planera ditt lärande,Krokslätt,13,5,21,Engelska,Trettiotre
"Baklängesplanering",Planera ditt lärande,Landskrona,29,10,9,Tyska,Tjugofyra
"Baklängesplanering",Planera ditt lärande,Linköping,27,4,21,Engelska,Trettiofem
"Baklängesplanering",Planera ditt lärande,Lund,21,3,19,Spanska,Tolv
"Baklängesplanering",Planera ditt lärande,Nacka,2,19,6,Engelska,Trettiosju
"Baklängesplanering",Planera ditt lärande,Norrköping,2,17,11,Engelska,Trettioett
"Baklängesplanering",Planera ditt lärande,Nyköping,1,18,30,Spanska,Tretton
"Baklängesplanering",Planera ditt lärande,Saltsjöbaden,4,28,21,Tyska,Trettio
"Baklängesplanering",Planera ditt lärande,Spånga,20,27,15,Franska,Fem
"Baklängesplanering",Planera ditt lärande,Trelleborg,9,21,20,Matematik,Tretton
"Baklängesplanering",Planera ditt lärande,Tumba,13,21,22,Franska,Tjugoåtta
"Baklängesplanering",Planera ditt lärande,Tyresö,9,29,4,Engelska,Trettiotvå
"Baklängesplanering",Planera ditt lärande,Täby,20,13,16,Spanska,Tjugoåtta
"Baklängesplanering",Planera ditt lärande,Uppsala,22,8,2,Engelska,Tjugosex
"Baklängesplanering",Planera ditt lärande,Uppsala Norra,11,6,26,Tyska,Sexton
"Baklängesplanering",Planera ditt lärande,Varberg,1,27,10,Tyska,Fjorton
